,timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,sensor_type,activity_type,activity_code,subject_id,notes,ind
139,1695813820354,-1.1132812,0.053710938,0.015625,56.1875,-46.03125,-62.34375,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,155
140,1695813820403,-1.3232422,0.36816406,-0.15820312,28.25,-24.4375,9.375,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,156
141,1695813820428,-0.8144531,-0.30859375,0.022460938,67.96875,-5.25,-12.71875,-94.625,-18.4375,-48.1875,Thingy,Descending stairs,-1,s1862623,,157
142,1695813820481,-0.73339844,0.018554688,-0.056640625,26.15625,-18.8125,-45.0,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,158
143,1695813820529,-0.81347656,0.12890625,0.047851562,38.5,-27.84375,-48.46875,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,159
144,1695813820553,-0.8671875,0.21679688,-0.0390625,5.0625,-20.34375,-14.1875,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,160
145,1695813820615,-0.37695312,0.15722656,-0.017578125,6.5,-5.4375,-15.15625,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,161
146,1695813820629,-1.2480469,0.3154297,0.06640625,41.375,21.28125,-60.375,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,162
147,1695813820678,-0.98828125,0.22070312,-0.22167969,10.71875,51.875,9.375,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,163
148,1695813820731,-1.4404297,-0.064453125,-0.16113281,35.75,119.4375,89.34375,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,164
149,1695813820759,-1.9892578,-0.16992188,0.046875,41.0625,135.59375,110.875,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,165
150,1695813820803,-1.3886719,-0.24316406,-0.09765625,-4.03125,78.84375,98.0625,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,166
151,1695813820829,-1.0166016,-0.0009765625,-0.052734375,9.03125,4.8125,80.25,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,167
152,1695813820879,-0.7402344,0.05859375,-0.038085938,49.90625,-1.40625,51.1875,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,168
153,1695813820955,-0.6191406,0.0029296875,-0.00390625,65.28125,-7.59375,15.3125,-95.6875,-14.0625,-58.25,Thingy,Descending stairs,-1,s1862623,,169
154,1695813820956,-0.48828125,-0.2783203,-0.013671875,77.5,-42.3125,-13.03125,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,170
155,1695813821009,-0.390625,-0.24804688,-0.14257812,121.5625,-29.1875,-42.6875,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,171
156,1695813821029,-0.46972656,-0.21972656,-0.083984375,35.15625,-72.46875,-84.375,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,172
157,1695813821079,-1.0341797,-0.16210938,-0.20800781,44.46875,-51.53125,-115.4375,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,173
158,1695813821129,-1.3583984,0.2109375,-0.8066406,134.09375,-31.3125,-81.0,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,174
159,1695813821153,-0.8808594,0.3544922,-0.2734375,77.5,-30.46875,10.59375,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,175
160,1695813821203,-0.76660156,-0.15429688,-0.23144531,-22.71875,-44.15625,38.25,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,176
161,1695813821230,-1.1650391,-1.3222656,-0.7324219,6.21875,-89.125,35.09375,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,177
162,1695813821280,-2.0,0.8173828,0.6044922,29.40625,-68.75,-27.125,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,178
163,1695813821304,-0.72265625,-0.4189453,0.21191406,37.71875,100.03125,118.6875,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,179
164,1695813821356,-0.5263672,-0.65234375,0.7265625,101.3125,-50.375,-55.9375,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,180
165,1695813821406,-1.6513672,-0.18066406,0.16113281,37.875,-50.1875,-102.25,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,181
166,1695813821431,-0.8535156,-0.31445312,-0.171875,10.53125,-55.5625,-23.5625,-94.625,-25.9375,-32.625,Thingy,Descending stairs,-1,s1862623,,182
167,1695813821479,-0.72753906,-0.13671875,0.03125,43.0625,-32.84375,-64.40625,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,183
168,1695813821503,-1.0097656,0.06347656,0.013671875,24.21875,-42.1875,-69.09375,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,184
169,1695813821557,-0.7470703,0.203125,0.21582031,-20.40625,-65.25,-64.59375,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,185
