,timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,sensor_type,activity_type,activity_code,subject_id,notes,ind
180,1695813608748,1.0126953,0.0836792,-0.45880127,-8.546875,-23.234375,5.765625,Respeck,Ascending stairs,-1,s1862623,,196
181,1695813608787,0.7128906,0.18719482,-0.3567505,-5.171875,-9.828125,6.546875,Respeck,Ascending stairs,-1,s1862623,,197
182,1695813608826,0.779541,0.36444092,-0.21002197,-25.71875,3.5,2.671875,Respeck,Ascending stairs,-1,s1862623,,198
183,1695813608861,1.0026855,0.09979248,-0.16436768,-6.640625,-0.1875,-0.71875,Respeck,Ascending stairs,-1,s1862623,,199
184,1695813608900,1.0566406,-0.13604736,-0.30059814,-3.703125,-6.796875,-0.703125,Respeck,Ascending stairs,-1,s1862623,,200
185,1695813608949,0.8039551,0.051696777,-0.12335205,-14.71875,-0.921875,2.6875,Respeck,Ascending stairs,-1,s1862623,,201
186,1695813608986,0.79956055,0.1281128,-0.11993408,-14.28125,-1.5,5.53125,Respeck,Ascending stairs,-1,s1862623,,202
187,1695813609022,0.97631836,0.06536865,-0.101379395,-11.15625,1.0625,2.953125,Respeck,Ascending stairs,-1,s1862623,,203
188,1695813609061,0.91748047,-0.06549072,-0.11456299,-8.75,-2.265625,1.234375,Respeck,Ascending stairs,-1,s1862623,,204
189,1695813609111,0.83691406,-0.041809082,-0.10333252,-14.296875,-1.9375,5.8125,Respeck,Ascending stairs,-1,s1862623,,205
190,1695813609135,0.7780762,0.062927246,-0.05718994,-17.8125,4.015625,9.546875,Respeck,Ascending stairs,-1,s1862623,,206
191,1695813609193,0.7956543,-0.007873535,-0.0068969727,-9.921875,4.984375,11.046875,Respeck,Ascending stairs,-1,s1862623,,207
192,1695813609223,1.0383301,-0.07550049,-0.1116333,-8.671875,1.828125,3.609375,Respeck,Ascending stairs,-1,s1862623,,208
193,1695813609261,1.295166,-0.031799316,-0.0947876,-16.875,8.90625,-9.171875,Respeck,Ascending stairs,-1,s1862623,,209
194,1695813609299,1.2067871,0.13812256,-0.1428833,-9.078125,-0.859375,-11.328125,Respeck,Ascending stairs,-1,s1862623,,210
195,1695813609337,1.4279785,0.25701904,-0.35968018,-13.6875,7.578125,3.796875,Respeck,Ascending stairs,-1,s1862623,,211
196,1695813609374,1.1535645,0.10028076,-0.2883911,-42.640625,-7.421875,9.9375,Respeck,Ascending stairs,-1,s1862623,,212
197,1695813609425,0.4567871,-0.4199829,-0.40704346,-25.5,3.671875,-2.703125,Respeck,Ascending stairs,-1,s1862623,,213
198,1695813609460,0.4675293,-0.121154785,-0.22662354,-31.171875,18.546875,-9.453125,Respeck,Ascending stairs,-1,s1862623,,214
199,1695813609499,1.0993652,0.20062256,-0.15386963,-14.53125,14.84375,9.84375,Respeck,Ascending stairs,-1,s1862623,,215
